1463741079.905 2016-05-20 12:44:39 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1463741079.905 2016-05-20 12:44:39 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1463741079.919 2016-05-20 12:44:39 CEST LOG:  database system was shut down at 2016-05-20 12:44:19 CEST
1463741079.920 2016-05-20 12:44:39 CEST LOG:  MultiXact member wraparound protections are now enabled
1463741079.921 2016-05-20 12:44:39 CEST LOG:  database system is ready to accept connections
1463741079.921 2016-05-20 12:44:39 CEST LOG:  autovacuum launcher started
1463741082.561 2016-05-20 12:44:42 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463741082.565 2016-05-20 12:44:42 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.004 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463741082.676 2016-05-20 12:44:42 CEST LOG:  checkpoint starting: immediate force wait
1463741082.679 2016-05-20 12:44:42 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463741085.261 2016-05-20 12:44:45 CEST LOG:  checkpoint starting: immediate force wait
1463741085.265 2016-05-20 12:44:45 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463741085.367 2016-05-20 12:44:45 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463741085.371 2016-05-20 12:44:45 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.004 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1463741085.483 2016-05-20 12:44:45 CEST LOG:  checkpoint starting: immediate force wait
1463741085.486 2016-05-20 12:44:45 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463741985.452 2016-05-20 12:59:45 CEST LOG:  checkpoint starting: time
1463741989.567 2016-05-20 12:59:49 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.092 s, sync=0.021 s, total=4.115 s; sync files=44, longest=0.018 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1463741989.567 2016-05-20 12:59:49 CEST LOG:  checkpoint starting: immediate force wait
1463741989.570 2016-05-20 12:59:49 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1463742889.587 2016-05-20 13:14:49 CEST LOG:  checkpoint starting: time
1463742889.655 2016-05-20 13:14:49 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.066 s, sync=0.000 s, total=0.067 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1463742889.655 2016-05-20 13:14:49 CEST LOG:  checkpoint starting: immediate force wait
1463742889.658 2016-05-20 13:14:49 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2403 kB
1463743789.758 2016-05-20 13:29:49 CEST LOG:  checkpoint starting: time
1463744239.047 2016-05-20 13:37:19 CEST LOG:  checkpoint complete: wrote 70437 buffers (53.7%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.281 s, sync=0.001 s, total=449.288 s; sync files=21, longest=0.001 s, average=0.000 s; distance=1206972 kB, estimate=1206972 kB
1463744689.146 2016-05-20 13:44:49 CEST LOG:  checkpoint starting: time
1463744690.778 2016-05-20 13:44:50 CEST LOG:  checkpoint complete: wrote 70831 buffers (54.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=1.305 s, sync=0.305 s, total=1.631 s; sync files=17, longest=0.296 s, average=0.017 s; distance=1208177 kB, estimate=1208177 kB
1463744690.778 2016-05-20 13:44:50 CEST LOG:  checkpoint starting: immediate force wait
1463744690.799 2016-05-20 13:44:50 CEST LOG:  checkpoint complete: wrote 24 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 73 recycled; write=0.002 s, sync=0.000 s, total=0.021 s; sync files=2, longest=0.000 s, average=0.000 s; distance=9428 kB, estimate=1088302 kB
1463745590.899 2016-05-20 13:59:50 CEST LOG:  checkpoint starting: time
1463745591.681 2016-05-20 13:59:51 CEST LOG:  checkpoint complete: wrote 58318 buffers (44.5%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.393 s, sync=0.387 s, total=0.781 s; sync files=12, longest=0.353 s, average=0.032 s; distance=394508 kB, estimate=1018923 kB
1463745591.681 2016-05-20 13:59:51 CEST LOG:  checkpoint starting: immediate force wait
