1463049699.530 2016-05-12 12:41:39 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1463049699.530 2016-05-12 12:41:39 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1463049699.545 2016-05-12 12:41:39 CEST LOG:  database system was shut down at 2016-05-12 12:41:29 CEST
1463049699.546 2016-05-12 12:41:39 CEST LOG:  MultiXact member wraparound protections are now enabled
1463049699.546 2016-05-12 12:41:39 CEST LOG:  database system is ready to accept connections
1463049699.546 2016-05-12 12:41:39 CEST LOG:  autovacuum launcher started
1463049701.975 2016-05-12 12:41:41 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463049701.981 2016-05-12 12:41:41 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.000 s, total=0.006 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463049702.089 2016-05-12 12:41:42 CEST LOG:  checkpoint starting: immediate force wait
1463049702.092 2016-05-12 12:41:42 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463049712.115 2016-05-12 12:41:52 CEST LOG:  checkpoint starting: immediate force wait
1463049712.119 2016-05-12 12:41:52 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463049712.221 2016-05-12 12:41:52 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463049712.225 2016-05-12 12:41:52 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1463049712.335 2016-05-12 12:41:52 CEST LOG:  checkpoint starting: immediate force wait
1463049712.337 2016-05-12 12:41:52 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463050612.302 2016-05-12 12:56:52 CEST LOG:  checkpoint starting: time
1463050616.419 2016-05-12 12:56:56 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.098 s, sync=0.017 s, total=4.117 s; sync files=44, longest=0.013 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1463050616.419 2016-05-12 12:56:56 CEST LOG:  checkpoint starting: immediate force wait
1463050616.422 2016-05-12 12:56:56 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1463051516.510 2016-05-12 13:11:56 CEST LOG:  checkpoint starting: immediate force wait time
1463051516.513 2016-05-12 13:11:56 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1463052416.614 2016-05-12 13:26:56 CEST LOG:  checkpoint starting: time
1463052866.056 2016-05-12 13:34:26 CEST LOG:  checkpoint complete: wrote 70482 buffers (53.8%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.433 s, sync=0.003 s, total=449.442 s; sync files=21, longest=0.003 s, average=0.000 s; distance=1207014 kB, estimate=1207014 kB
1463053316.157 2016-05-12 13:41:56 CEST LOG:  checkpoint starting: time
1463053317.695 2016-05-12 13:41:57 CEST LOG:  checkpoint complete: wrote 70850 buffers (54.1%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=1.328 s, sync=0.183 s, total=1.538 s; sync files=17, longest=0.183 s, average=0.010 s; distance=1209670 kB, estimate=1209670 kB
1463053317.695 2016-05-12 13:41:57 CEST LOG:  checkpoint starting: immediate force wait
1463053317.719 2016-05-12 13:41:57 CEST LOG:  checkpoint complete: wrote 23 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.002 s, sync=0.000 s, total=0.023 s; sync files=2, longest=0.000 s, average=0.000 s; distance=7745 kB, estimate=1089478 kB
1463054217.777 2016-05-12 13:56:57 CEST LOG:  checkpoint starting: immediate force wait time
1463054218.563 2016-05-12 13:56:58 CEST LOG:  checkpoint complete: wrote 58462 buffers (44.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.556 s, sync=0.228 s, total=0.786 s; sync files=15, longest=0.214 s, average=0.015 s; distance=395039 kB, estimate=1020034 kB
1463055117.664 2016-05-12 14:11:57 CEST LOG:  checkpoint starting: time
1463055567.104 2016-05-12 14:19:27 CEST LOG:  checkpoint complete: wrote 96576 buffers (73.7%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=449.403 s, sync=0.006 s, total=449.439 s; sync files=20, longest=0.002 s, average=0.000 s; distance=2776946 kB, estimate=2776946 kB
1463056017.205 2016-05-12 14:26:57 CEST LOG:  checkpoint starting: time
1463056019.930 2016-05-12 14:26:59 CEST LOG:  checkpoint complete: wrote 88978 buffers (67.9%); 0 transaction log file(s) added, 0 removed, 170 recycled; write=2.356 s, sync=0.310 s, total=2.724 s; sync files=17, longest=0.308 s, average=0.018 s; distance=2773373 kB, estimate=2776589 kB
1463056019.930 2016-05-12 14:26:59 CEST LOG:  checkpoint starting: immediate force wait
1463056019.993 2016-05-12 14:26:59 CEST LOG:  checkpoint complete: wrote 79 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 169 recycled; write=0.002 s, sync=0.001 s, total=0.063 s; sync files=5, longest=0.001 s, average=0.000 s; distance=59505 kB, estimate=2504880 kB
1463056920.093 2016-05-12 14:42:00 CEST LOG:  checkpoint starting: time
1463056920.902 2016-05-12 14:42:00 CEST LOG:  checkpoint complete: wrote 58422 buffers (44.6%); 0 transaction log file(s) added, 0 removed, 3 recycled; write=0.784 s, sync=0.021 s, total=0.809 s; sync files=15, longest=0.021 s, average=0.001 s; distance=403256 kB, estimate=2294718 kB
1463056920.903 2016-05-12 14:42:00 CEST LOG:  checkpoint starting: immediate force wait
