2.6.39 30 read-only 1 1 18598.023378
2.6.39 30 read-only 2 1 18673.167447
2.6.39 30 read-only 3 1 18503.873050
2.6.39 30 read-only 1 4 56374.054617
2.6.39 30 read-only 2 4 56172.418373
2.6.39 30 read-only 3 4 56309.876563
2.6.39 30 read-only 1 16 56142.165182
2.6.39 30 read-only 2 16 56279.334787
2.6.39 30 read-only 3 16 55949.956880
2.6.39 30 read-write 1 1 2331.441478
2.6.39 30 read-write 2 1 2333.977145
2.6.39 30 read-write 3 1 2332.609437
2.6.39 30 read-write 1 4 6901.862634
2.6.39 30 read-write 2 4 6940.528321
2.6.39 30 read-write 3 4 6913.137846
2.6.39 30 read-write 1 16 9019.055743
2.6.39 30 read-write 2 16 8952.623209
2.6.39 30 read-write 3 16 8955.843706
2.6.39 300 read-only 1 1 17157.017222
2.6.39 300 read-only 2 1 17206.789197
2.6.39 300 read-only 3 1 17185.903635
2.6.39 300 read-only 1 4 51268.353107
2.6.39 300 read-only 2 4 51271.542597
2.6.39 300 read-only 3 4 51364.536815
2.6.39 300 read-only 1 16 60466.671478
2.6.39 300 read-only 2 16 61521.692934
2.6.39 300 read-only 3 16 61820.917790
2.6.39 300 read-write 1 1 2033.986274
2.6.39 300 read-write 2 1 2040.327215
2.6.39 300 read-write 3 1 2059.377976
2.6.39 300 read-write 1 4 5927.676567
2.6.39 300 read-write 2 4 6006.120434
2.6.39 300 read-write 3 4 5904.483039
2.6.39 300 read-write 1 16 7595.771765
2.6.39 300 read-write 2 16 7580.024806
2.6.39 300 read-write 3 16 7634.722074
2.6.39 1500 read-only 1 1 4431.982062
2.6.39 1500 read-only 2 1 4461.140458
2.6.39 1500 read-only 3 1 4463.114960
2.6.39 1500 read-only 1 4 8917.278017
2.6.39 1500 read-only 2 4 8718.319384
2.6.39 1500 read-only 3 4 8679.656513
2.6.39 1500 read-only 1 16 13193.474938
2.6.39 1500 read-only 2 16 13162.005723
2.6.39 1500 read-only 3 16 13010.762449
2.6.39 1500 read-write 1 1 1102.100580
2.6.39 1500 read-write 2 1 1089.406803
2.6.39 1500 read-write 3 1 1100.085245
2.6.39 1500 read-write 1 4 2367.221857
2.6.39 1500 read-write 2 4 2384.629159
2.6.39 1500 read-write 3 4 2365.761254
2.6.39 1500 read-write 1 16 4798.316958
2.6.39 1500 read-write 2 16 4812.864559
2.6.39 1500 read-write 3 16 4746.385740
3.0.101 30 read-only 1 1 18241.580808
3.0.101 30 read-only 2 1 18139.516562
3.0.101 30 read-only 3 1 18199.164323
3.0.101 30 read-only 1 4 55766.432443
3.0.101 30 read-only 2 4 55438.450216
3.0.101 30 read-only 3 4 55556.506606
3.0.101 30 read-only 1 16 55554.292088
3.0.101 30 read-only 2 16 56174.571552
3.0.101 30 read-only 3 16 55710.015529
3.0.101 30 read-write 1 1 2280.385922
3.0.101 30 read-write 2 1 2279.046422
3.0.101 30 read-write 3 1 2280.155576
3.0.101 30 read-write 1 4 6808.890307
3.0.101 30 read-write 2 4 6839.026197
3.0.101 30 read-write 3 4 6891.670589
3.0.101 30 read-write 1 16 8900.273755
3.0.101 30 read-write 2 16 8920.555377
3.0.101 30 read-write 3 16 8917.500712
3.0.101 300 read-only 1 1 16682.033629
