1464002340.496 2016-05-23 13:19:00 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1464002340.496 2016-05-23 13:19:00 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1464002340.511 2016-05-23 13:19:00 CEST LOG:  database system was shut down at 2016-05-23 13:18:50 CEST
1464002340.512 2016-05-23 13:19:00 CEST LOG:  MultiXact member wraparound protections are now enabled
1464002340.512 2016-05-23 13:19:00 CEST LOG:  database system is ready to accept connections
1464002340.512 2016-05-23 13:19:00 CEST LOG:  autovacuum launcher started
1464002353.043 2016-05-23 13:19:13 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464002353.048 2016-05-23 13:19:13 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.005 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1464002353.157 2016-05-23 13:19:13 CEST LOG:  checkpoint starting: immediate force wait
1464002353.159 2016-05-23 13:19:13 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1464002359.328 2016-05-23 13:19:19 CEST LOG:  checkpoint starting: immediate force wait
1464002359.332 2016-05-23 13:19:19 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.004 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1464002359.434 2016-05-23 13:19:19 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464002359.438 2016-05-23 13:19:19 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1464002359.549 2016-05-23 13:19:19 CEST LOG:  checkpoint starting: immediate force wait
1464002359.552 2016-05-23 13:19:19 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1464003259.424 2016-05-23 13:34:19 CEST LOG:  checkpoint starting: time
1464003263.666 2016-05-23 13:34:23 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.221 s, sync=0.018 s, total=4.241 s; sync files=44, longest=0.014 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1464003263.666 2016-05-23 13:34:23 CEST LOG:  checkpoint starting: immediate force wait
1464003263.668 2016-05-23 13:34:23 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1464004163.750 2016-05-23 13:49:23 CEST LOG:  checkpoint starting: time
1464004163.757 2016-05-23 13:49:23 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.000 s, total=0.006 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1464004163.757 2016-05-23 13:49:23 CEST LOG:  checkpoint starting: immediate force wait
1464004163.759 2016-05-23 13:49:23 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2403 kB
1464005063.816 2016-05-23 14:04:23 CEST LOG:  checkpoint starting: time
1464005513.108 2016-05-23 14:11:53 CEST LOG:  checkpoint complete: wrote 70490 buffers (53.8%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.279 s, sync=0.006 s, total=449.291 s; sync files=21, longest=0.004 s, average=0.000 s; distance=1207298 kB, estimate=1207298 kB
1464005963.178 2016-05-23 14:19:23 CEST LOG:  checkpoint starting: time
1464005964.892 2016-05-23 14:19:24 CEST LOG:  checkpoint complete: wrote 70853 buffers (54.1%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=1.361 s, sync=0.330 s, total=1.713 s; sync files=17, longest=0.230 s, average=0.019 s; distance=1209911 kB, estimate=1209911 kB
1464005964.892 2016-05-23 14:19:24 CEST LOG:  checkpoint starting: immediate force wait
1464005964.914 2016-05-23 14:19:24 CEST LOG:  checkpoint complete: wrote 36 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.002 s, sync=0.000 s, total=0.022 s; sync files=3, longest=0.000 s, average=0.000 s; distance=11076 kB, estimate=1090027 kB
1464006865.014 2016-05-23 14:34:25 CEST LOG:  checkpoint starting: time
1464006865.795 2016-05-23 14:34:25 CEST LOG:  checkpoint complete: wrote 58415 buffers (44.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.415 s, sync=0.364 s, total=0.781 s; sync files=15, longest=0.186 s, average=0.024 s; distance=394649 kB, estimate=1020489 kB
1464006865.795 2016-05-23 14:34:25 CEST LOG:  checkpoint starting: immediate force wait
