1463831666.205 2016-05-21 13:54:26 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1463831666.205 2016-05-21 13:54:26 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1463831666.219 2016-05-21 13:54:26 CEST LOG:  database system was shut down at 2016-05-21 13:53:59 CEST
1463831666.220 2016-05-21 13:54:26 CEST LOG:  MultiXact member wraparound protections are now enabled
1463831666.220 2016-05-21 13:54:26 CEST LOG:  database system is ready to accept connections
1463831666.221 2016-05-21 13:54:26 CEST LOG:  autovacuum launcher started
1463831671.433 2016-05-21 13:54:31 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463831671.438 2016-05-21 13:54:31 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.004 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463831671.548 2016-05-21 13:54:31 CEST LOG:  checkpoint starting: immediate force wait
1463831671.550 2016-05-21 13:54:31 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463831688.752 2016-05-21 13:54:48 CEST LOG:  checkpoint starting: immediate force wait
1463831688.756 2016-05-21 13:54:48 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.004 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463831688.858 2016-05-21 13:54:48 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463831688.862 2016-05-21 13:54:48 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.004 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1463831688.975 2016-05-21 13:54:48 CEST LOG:  checkpoint starting: immediate force wait
1463831688.977 2016-05-21 13:54:48 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463832588.951 2016-05-21 14:09:48 CEST LOG:  checkpoint starting: time
1463832593.098 2016-05-21 14:09:53 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.126 s, sync=0.019 s, total=4.146 s; sync files=44, longest=0.017 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1463832593.098 2016-05-21 14:09:53 CEST LOG:  checkpoint starting: immediate force wait
1463832593.101 2016-05-21 14:09:53 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1463833493.102 2016-05-21 14:24:53 CEST LOG:  checkpoint starting: time
1463833493.187 2016-05-21 14:24:53 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.083 s, sync=0.000 s, total=0.085 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1463833493.187 2016-05-21 14:24:53 CEST LOG:  checkpoint starting: immediate force wait
1463833493.190 2016-05-21 14:24:53 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2403 kB
1463834393.291 2016-05-21 14:39:53 CEST LOG:  checkpoint starting: time
1463834843.123 2016-05-21 14:47:23 CEST LOG:  checkpoint complete: wrote 70495 buffers (53.8%); 1 transaction log file(s) added, 0 removed, 0 recycled; write=449.777 s, sync=0.008 s, total=449.831 s; sync files=21, longest=0.007 s, average=0.000 s; distance=1207175 kB, estimate=1207175 kB
1463835293.217 2016-05-21 14:54:53 CEST LOG:  checkpoint starting: time
