1461976352.355 2016-04-30 02:32:32 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1461976352.355 2016-04-30 02:32:32 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1461976352.369 2016-04-30 02:32:32 CEST LOG:  database system was shut down at 2016-04-30 02:32:20 CEST
1461976352.370 2016-04-30 02:32:32 CEST LOG:  MultiXact member wraparound protections are now enabled
1461976352.370 2016-04-30 02:32:32 CEST LOG:  database system is ready to accept connections
1461976352.370 2016-04-30 02:32:32 CEST LOG:  autovacuum launcher started
1461976372.256 2016-04-30 02:32:52 CEST LOG:  checkpoint starting: immediate force wait flush-all
1461976372.261 2016-04-30 02:32:52 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.000 s, total=0.005 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1461976372.371 2016-04-30 02:32:52 CEST LOG:  checkpoint starting: immediate force wait
1461976372.374 2016-04-30 02:32:52 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1461977272.613 2016-04-30 02:47:52 CEST LOG:  checkpoint starting: time
1461977276.692 2016-04-30 02:47:56 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.050 s, sync=0.027 s, total=4.079 s; sync files=44, longest=0.027 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1461977276.692 2016-04-30 02:47:56 CEST LOG:  checkpoint starting: immediate force wait
1461977276.694 2016-04-30 02:47:56 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1461978176.774 2016-04-30 03:02:56 CEST LOG:  checkpoint starting: immediate force wait time
1461978176.777 2016-04-30 03:02:56 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1461979076.797 2016-04-30 03:17:56 CEST LOG:  checkpoint starting: time
1461979526.063 2016-04-30 03:25:26 CEST LOG:  checkpoint complete: wrote 71967 buffers (54.9%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.254 s, sync=0.006 s, total=449.265 s; sync files=21, longest=0.005 s, average=0.000 s; distance=1290511 kB, estimate=1290511 kB
1461979976.163 2016-04-30 03:32:56 CEST LOG:  checkpoint starting: time
1461979977.927 2016-04-30 03:32:57 CEST LOG:  checkpoint complete: wrote 72043 buffers (55.0%); 0 transaction log file(s) added, 0 removed, 79 recycled; write=0.992 s, sync=0.736 s, total=1.763 s; sync files=17, longest=0.736 s, average=0.043 s; distance=1284311 kB, estimate=1289891 kB
1461979977.927 2016-04-30 03:32:57 CEST LOG:  checkpoint starting: immediate force wait
1461979977.955 2016-04-30 03:32:57 CEST LOG:  checkpoint complete: wrote 37 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 78 recycled; write=0.001 s, sync=0.000 s, total=0.027 s; sync files=2, longest=0.000 s, average=0.000 s; distance=12394 kB, estimate=1162141 kB
1461980877.999 2016-04-30 03:47:57 CEST LOG:  checkpoint starting: time
1461980878.903 2016-04-30 03:47:58 CEST LOG:  checkpoint complete: wrote 58547 buffers (44.7%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.279 s, sync=0.621 s, total=0.903 s; sync files=15, longest=0.544 s, average=0.041 s; distance=395945 kB, estimate=1085522 kB
1461980878.903 2016-04-30 03:47:58 CEST LOG:  checkpoint starting: immediate force wait
1461980878.912 2016-04-30 03:47:58 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.009 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=976970 kB
1461981779.013 2016-04-30 04:02:59 CEST LOG:  checkpoint starting: time
1461982229.103 2016-04-30 04:10:29 CEST LOG:  checkpoint complete: wrote 99846 buffers (76.2%); 1 transaction log file(s) added, 0 removed, 0 recycled; write=450.020 s, sync=0.006 s, total=450.089 s; sync files=20, longest=0.003 s, average=0.000 s; distance=2975573 kB, estimate=2975573 kB
1461982678.982 2016-04-30 04:17:58 CEST LOG:  checkpoint starting: immediate force wait
1461982680.182 2016-04-30 04:18:00 CEST LOG:  checkpoint complete: wrote 76156 buffers (58.1%); 0 transaction log file(s) added, 0 removed, 182 recycled; write=0.321 s, sync=0.807 s, total=1.200 s; sync files=17, longest=0.807 s, average=0.047 s; distance=2914816 kB, estimate=2969498 kB
1461983578.282 2016-04-30 04:32:58 CEST LOG:  checkpoint starting: time
1461983581.248 2016-04-30 04:33:01 CEST LOG:  checkpoint complete: wrote 58540 buffers (44.7%); 0 transaction log file(s) added, 0 removed, 178 recycled; write=2.344 s, sync=0.555 s, total=2.965 s; sync files=15, longest=0.555 s, average=0.037 s; distance=403498 kB, estimate=2712898 kB
1461983581.248 2016-04-30 04:33:01 CEST LOG:  checkpoint starting: immediate force wait
1461983581.260 2016-04-30 04:33:01 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.012 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2441608 kB
1461984481.362 2016-04-30 04:48:01 CEST LOG:  checkpoint starting: time
1461984931.119 2016-04-30 04:55:31 CEST LOG:  checkpoint complete: wrote 89553 buffers (68.3%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.713 s, sync=0.015 s, total=449.756 s; sync files=20, longest=0.005 s, average=0.000 s; distance=3787446 kB, estimate=3787446 kB
1461985381.220 2016-04-30 05:03:01 CEST LOG:  checkpoint starting: time
1461985381.466 2016-04-30 05:03:01 CEST LOG:  checkpoint complete: wrote 101 buffers (0.1%); 0 transaction log file(s) added, 0 removed, 231 recycled; write=0.171 s, sync=0.000 s, total=0.246 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3708744 kB, estimate=3779576 kB
1461985381.466 2016-04-30 05:03:01 CEST LOG:  checkpoint starting: immediate force wait
