1462658913.274 2016-05-08 00:08:33 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1462658913.274 2016-05-08 00:08:33 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1462658913.289 2016-05-08 00:08:33 CEST LOG:  database system was shut down at 2016-05-08 00:08:06 CEST
1462658913.290 2016-05-08 00:08:33 CEST LOG:  MultiXact member wraparound protections are now enabled
1462658913.290 2016-05-08 00:08:33 CEST LOG:  database system is ready to accept connections
1462658913.290 2016-05-08 00:08:33 CEST LOG:  autovacuum launcher started
1462658920.576 2016-05-08 00:08:40 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462658920.582 2016-05-08 00:08:40 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.000 s, total=0.006 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1462658920.691 2016-05-08 00:08:40 CEST LOG:  checkpoint starting: immediate force wait
1462658920.694 2016-05-08 00:08:40 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1462659820.467 2016-05-08 00:23:40 CEST LOG:  checkpoint starting: time
1462659825.567 2016-05-08 00:23:45 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=5.080 s, sync=0.017 s, total=5.099 s; sync files=44, longest=0.017 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1462659825.567 2016-05-08 00:23:45 CEST LOG:  checkpoint starting: immediate force wait
1462659825.569 2016-05-08 00:23:45 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1462660725.658 2016-05-08 00:38:45 CEST LOG:  checkpoint starting: immediate force wait time
1462660725.661 2016-05-08 00:38:45 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1462661625.669 2016-05-08 00:53:45 CEST LOG:  checkpoint starting: time
1462662075.053 2016-05-08 01:01:15 CEST LOG:  checkpoint complete: wrote 70490 buffers (53.8%); 1 transaction log file(s) added, 0 removed, 0 recycled; write=449.335 s, sync=0.005 s, total=449.384 s; sync files=21, longest=0.005 s, average=0.000 s; distance=1208226 kB, estimate=1208226 kB
1462662525.153 2016-05-08 01:08:45 CEST LOG:  checkpoint starting: time
1462662526.773 2016-05-08 01:08:46 CEST LOG:  checkpoint complete: wrote 70791 buffers (54.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=1.372 s, sync=0.222 s, total=1.620 s; sync files=17, longest=0.222 s, average=0.013 s; distance=1204948 kB, estimate=1207898 kB
1462662526.773 2016-05-08 01:08:46 CEST LOG:  checkpoint starting: immediate force wait
1462662526.802 2016-05-08 01:08:46 CEST LOG:  checkpoint complete: wrote 29 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 73 recycled; write=0.002 s, sync=0.000 s, total=0.028 s; sync files=3, longest=0.000 s, average=0.000 s; distance=9438 kB, estimate=1088052 kB
1462663426.887 2016-05-08 01:23:46 CEST LOG:  checkpoint starting: time
1462663427.695 2016-05-08 01:23:47 CEST LOG:  checkpoint complete: wrote 58319 buffers (44.5%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.580 s, sync=0.225 s, total=0.807 s; sync files=12, longest=0.212 s, average=0.018 s; distance=394519 kB, estimate=1018699 kB
1462663427.695 2016-05-08 01:23:47 CEST LOG:  checkpoint starting: immediate force wait
1462663427.705 2016-05-08 01:23:47 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.010 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=916829 kB
1462664327.807 2016-05-08 01:38:47 CEST LOG:  checkpoint starting: time
1462664777.087 2016-05-08 01:46:17 CEST LOG:  checkpoint complete: wrote 97623 buffers (74.5%); 1 transaction log file(s) added, 0 removed, 0 recycled; write=449.202 s, sync=0.018 s, total=449.280 s; sync files=20, longest=0.016 s, average=0.000 s; distance=2838430 kB, estimate=2838430 kB
1462665227.090 2016-05-08 01:53:47 CEST LOG:  checkpoint starting: time
1462665228.993 2016-05-08 01:53:48 CEST LOG:  checkpoint complete: wrote 77300 buffers (59.0%); 0 transaction log file(s) added, 0 removed, 173 recycled; write=1.522 s, sync=0.299 s, total=1.902 s; sync files=17, longest=0.179 s, average=0.017 s; distance=2772992 kB, estimate=2831886 kB
1462665228.993 2016-05-08 01:53:48 CEST LOG:  checkpoint starting: immediate force wait
1462665229.063 2016-05-08 01:53:49 CEST LOG:  checkpoint complete: wrote 39 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 169 recycled; write=0.002 s, sync=0.000 s, total=0.069 s; sync files=2, longest=0.000 s, average=0.000 s; distance=26540 kB, estimate=2551351 kB
1462666128.162 2016-05-08 02:08:48 CEST LOG:  checkpoint starting: time
1462666130.038 2016-05-08 02:08:50 CEST LOG:  checkpoint complete: wrote 57983 buffers (44.2%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=1.854 s, sync=0.018 s, total=1.875 s; sync files=15, longest=0.017 s, average=0.001 s; distance=403600 kB, estimate=2336576 kB
1462666130.038 2016-05-08 02:08:50 CEST LOG:  checkpoint starting: immediate force wait
1462666130.052 2016-05-08 02:08:50 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 25 recycled; write=0.001 s, sync=0.000 s, total=0.014 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2102919 kB
1462667030.155 2016-05-08 02:23:50 CEST LOG:  checkpoint starting: time
1462667480.092 2016-05-08 02:31:20 CEST LOG:  checkpoint complete: wrote 106674 buffers (81.4%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.888 s, sync=0.025 s, total=449.936 s; sync files=20, longest=0.017 s, average=0.001 s; distance=3498219 kB, estimate=3498219 kB
1462667930.184 2016-05-08 02:38:50 CEST LOG:  checkpoint starting: immediate force wait time
1462667930.261 2016-05-08 02:38:50 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 213 recycled; write=0.002 s, sync=0.000 s, total=0.076 s; sync files=1, longest=0.000 s, average=0.000 s; distance=3410149 kB, estimate=3489412 kB
1462667930.421 2016-05-08 02:38:50 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462667930.527 2016-05-08 02:38:50 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 208 recycled; write=0.002 s, sync=0.000 s, total=0.105 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=3140471 kB
1462667930.635 2016-05-08 02:38:50 CEST LOG:  checkpoint starting: immediate force wait
1462667930.638 2016-05-08 02:38:50 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2826424 kB
1462668830.383 2016-05-08 02:53:50 CEST LOG:  checkpoint starting: time
1462668835.510 2016-05-08 02:53:55 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=5.104 s, sync=0.021 s, total=5.127 s; sync files=44, longest=0.021 s, average=0.000 s; distance=3294 kB, estimate=2544111 kB
