1461889367.434 2016-04-29 02:22:47 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1461889367.434 2016-04-29 02:22:47 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1461889367.448 2016-04-29 02:22:47 CEST LOG:  database system was shut down at 2016-04-29 02:22:35 CEST
1461889367.449 2016-04-29 02:22:47 CEST LOG:  MultiXact member wraparound protections are now enabled
1461889367.449 2016-04-29 02:22:47 CEST LOG:  database system is ready to accept connections
1461889367.449 2016-04-29 02:22:47 CEST LOG:  autovacuum launcher started
1461889377.550 2016-04-29 02:22:57 CEST LOG:  checkpoint starting: immediate force wait
1461889377.554 2016-04-29 02:22:57 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.000 s, total=0.004 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1461889377.655 2016-04-29 02:22:57 CEST LOG:  checkpoint starting: immediate force wait flush-all
1461889377.659 2016-04-29 02:22:57 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.003 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1461889377.769 2016-04-29 02:22:57 CEST LOG:  checkpoint starting: immediate force wait
1461889377.772 2016-04-29 02:22:57 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1461890277.915 2016-04-29 02:37:57 CEST LOG:  checkpoint starting: time
1461890282.060 2016-04-29 02:38:02 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.119 s, sync=0.024 s, total=4.145 s; sync files=44, longest=0.024 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1461890282.060 2016-04-29 02:38:02 CEST LOG:  checkpoint starting: immediate force wait
1461890282.063 2016-04-29 02:38:02 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1461891182.144 2016-04-29 02:53:02 CEST LOG:  checkpoint starting: immediate force wait time
1461891182.147 2016-04-29 02:53:02 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1461892082.224 2016-04-29 03:08:02 CEST LOG:  checkpoint starting: time
1461892532.072 2016-04-29 03:15:32 CEST LOG:  checkpoint complete: wrote 72334 buffers (55.2%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.825 s, sync=0.006 s, total=449.847 s; sync files=21, longest=0.005 s, average=0.000 s; distance=1314632 kB, estimate=1314632 kB
1461892982.161 2016-04-29 03:23:02 CEST LOG:  checkpoint starting: time
1461892983.393 2016-04-29 03:23:03 CEST LOG:  checkpoint complete: wrote 72362 buffers (55.2%); 0 transaction log file(s) added, 0 removed, 80 recycled; write=0.380 s, sync=0.812 s, total=1.231 s; sync files=17, longest=0.811 s, average=0.047 s; distance=1302978 kB, estimate=1313467 kB
1461892983.393 2016-04-29 03:23:03 CEST LOG:  checkpoint starting: immediate force wait
1461892983.420 2016-04-29 03:23:03 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 80 recycled; write=0.001 s, sync=0.000 s, total=0.027 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1864 kB, estimate=1182306 kB
1461893883.426 2016-04-29 03:38:03 CEST LOG:  checkpoint starting: time
1461893884.392 2016-04-29 03:38:04 CEST LOG:  checkpoint complete: wrote 58611 buffers (44.7%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.330 s, sync=0.634 s, total=0.965 s; sync files=15, longest=0.499 s, average=0.042 s; distance=396383 kB, estimate=1103714 kB
1461893884.392 2016-04-29 03:38:04 CEST LOG:  checkpoint starting: immediate force wait
