1464191344.248 2016-05-25 17:49:04 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1464191344.248 2016-05-25 17:49:04 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1464191344.263 2016-05-25 17:49:04 CEST LOG:  database system was shut down at 2016-05-25 17:48:30 CEST
1464191344.264 2016-05-25 17:49:04 CEST LOG:  MultiXact member wraparound protections are now enabled
1464191344.265 2016-05-25 17:49:04 CEST LOG:  database system is ready to accept connections
1464191344.265 2016-05-25 17:49:04 CEST LOG:  autovacuum launcher started
1464191346.782 2016-05-25 17:49:06 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464191346.787 2016-05-25 17:49:06 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.004 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1464191346.896 2016-05-25 17:49:06 CEST LOG:  checkpoint starting: immediate force wait
1464191346.898 2016-05-25 17:49:06 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1464191351.682 2016-05-25 17:49:11 CEST LOG:  checkpoint starting: immediate force wait
1464191351.685 2016-05-25 17:49:11 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1464191351.788 2016-05-25 17:49:11 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464191351.791 2016-05-25 17:49:11 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1464191351.902 2016-05-25 17:49:11 CEST LOG:  checkpoint starting: immediate force wait
1464191351.904 2016-05-25 17:49:11 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1464192251.780 2016-05-25 18:04:11 CEST LOG:  checkpoint starting: time
1464192255.945 2016-05-25 18:04:15 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.143 s, sync=0.020 s, total=4.164 s; sync files=44, longest=0.020 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1464192255.945 2016-05-25 18:04:15 CEST LOG:  checkpoint starting: immediate force wait
1464192255.948 2016-05-25 18:04:15 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1464193155.995 2016-05-25 18:19:15 CEST LOG:  checkpoint starting: time
1464193156.035 2016-05-25 18:19:16 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.039 s, sync=0.000 s, total=0.040 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1464193156.035 2016-05-25 18:19:16 CEST LOG:  checkpoint starting: immediate force wait
1464193156.037 2016-05-25 18:19:16 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2403 kB
1464194056.138 2016-05-25 18:34:16 CEST LOG:  checkpoint starting: time
1464194506.031 2016-05-25 18:41:46 CEST LOG:  checkpoint complete: wrote 70529 buffers (53.8%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.873 s, sync=0.004 s, total=449.892 s; sync files=21, longest=0.003 s, average=0.000 s; distance=1210887 kB, estimate=1210887 kB
1464194956.131 2016-05-25 18:49:16 CEST LOG:  checkpoint starting: time
1464194957.155 2016-05-25 18:49:17 CEST LOG:  checkpoint complete: wrote 70873 buffers (54.1%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.705 s, sync=0.296 s, total=1.023 s; sync files=17, longest=0.197 s, average=0.017 s; distance=1211120 kB, estimate=1211120 kB
1464194957.155 2016-05-25 18:49:17 CEST LOG:  checkpoint starting: immediate force wait
1464194957.175 2016-05-25 18:49:17 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.001 s, sync=0.000 s, total=0.020 s; sync files=0, longest=0.000 s, average=0.000 s; distance=336 kB, estimate=1090042 kB
1464195857.184 2016-05-25 19:04:17 CEST LOG:  checkpoint starting: time
1464195858.167 2016-05-25 19:04:18 CEST LOG:  checkpoint complete: wrote 58311 buffers (44.5%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.618 s, sync=0.363 s, total=0.983 s; sync files=13, longest=0.146 s, average=0.027 s; distance=394500 kB, estimate=1020488 kB
1464195858.167 2016-05-25 19:04:18 CEST LOG:  checkpoint starting: immediate force wait
1464195858.178 2016-05-25 19:04:18 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.010 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=918439 kB
1464196758.275 2016-05-25 19:19:18 CEST LOG:  checkpoint starting: time
1464197208.137 2016-05-25 19:26:48 CEST LOG:  checkpoint complete: wrote 95155 buffers (72.6%); 1 transaction log file(s) added, 0 removed, 0 recycled; write=449.780 s, sync=0.019 s, total=449.862 s; sync files=20, longest=0.015 s, average=0.000 s; distance=2688250 kB, estimate=2688250 kB
1464197658.237 2016-05-25 19:34:18 CEST LOG:  checkpoint starting: immediate force wait time
1464197659.601 2016-05-25 19:34:19 CEST LOG:  checkpoint complete: wrote 94821 buffers (72.3%); 0 transaction log file(s) added, 0 removed, 164 recycled; write=0.882 s, sync=0.438 s, total=1.363 s; sync files=17, longest=0.288 s, average=0.025 s; distance=2651763 kB, estimate=2684602 kB
1464198558.701 2016-05-25 19:49:18 CEST LOG:  checkpoint starting: time
1464198560.551 2016-05-25 19:49:20 CEST LOG:  checkpoint complete: wrote 58008 buffers (44.3%); 0 transaction log file(s) added, 0 removed, 162 recycled; write=1.779 s, sync=0.018 s, total=1.850 s; sync files=15, longest=0.010 s, average=0.001 s; distance=403240 kB, estimate=2456465 kB
1464198560.551 2016-05-25 19:49:20 CEST LOG:  checkpoint starting: immediate force wait
1464198560.563 2016-05-25 19:49:20 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.011 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2210819 kB
1464199460.665 2016-05-25 20:04:20 CEST LOG:  checkpoint starting: time
1464199910.108 2016-05-25 20:11:50 CEST LOG:  checkpoint complete: wrote 106820 buffers (81.5%); 1 transaction log file(s) added, 0 removed, 0 recycled; write=449.363 s, sync=0.023 s, total=449.443 s; sync files=20, longest=0.016 s, average=0.001 s; distance=3499367 kB, estimate=3499367 kB
1464200360.210 2016-05-25 20:19:20 CEST LOG:  checkpoint starting: time
1464200360.790 2016-05-25 20:19:20 CEST LOG:  checkpoint complete: wrote 293 buffers (0.2%); 0 transaction log file(s) added, 0 removed, 214 recycled; write=0.507 s, sync=0.000 s, total=0.580 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3415929 kB, estimate=3491023 kB
1464200360.790 2016-05-25 20:19:20 CEST LOG:  checkpoint starting: immediate force wait
1464200360.872 2016-05-25 20:19:20 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 209 recycled; write=0.001 s, sync=0.000 s, total=0.082 s; sync files=1, longest=0.000 s, average=0.000 s; distance=23552 kB, estimate=3144276 kB
1464200361.060 2016-05-25 20:19:21 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464200361.065 2016-05-25 20:19:21 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.002 s, sync=0.000 s, total=0.005 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2829848 kB
1464200361.173 2016-05-25 20:19:21 CEST LOG:  checkpoint starting: immediate force wait
1464200361.175 2016-05-25 20:19:21 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2546863 kB
1464201262.064 2016-05-25 20:34:22 CEST LOG:  checkpoint starting: time
1464201265.251 2016-05-25 20:34:25 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=3.166 s, sync=0.019 s, total=3.186 s; sync files=44, longest=0.015 s, average=0.000 s; distance=3294 kB, estimate=2292506 kB
1464201265.251 2016-05-25 20:34:25 CEST LOG:  checkpoint starting: immediate force wait
1464201265.256 2016-05-25 20:34:25 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.005 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2063256 kB
1464202165.278 2016-05-25 20:49:25 CEST LOG:  checkpoint starting: time
1464202165.341 2016-05-25 20:49:25 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.062 s, sync=0.000 s, total=0.063 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=1856931 kB
1464202165.341 2016-05-25 20:49:25 CEST LOG:  checkpoint starting: immediate force wait
