1462156486.066 2016-05-02 04:34:46 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1462156486.066 2016-05-02 04:34:46 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1462156486.080 2016-05-02 04:34:46 CEST LOG:  database system was shut down at 2016-05-02 04:34:13 CEST
1462156486.081 2016-05-02 04:34:46 CEST LOG:  MultiXact member wraparound protections are now enabled
1462156486.081 2016-05-02 04:34:46 CEST LOG:  database system is ready to accept connections
1462156486.081 2016-05-02 04:34:46 CEST LOG:  autovacuum launcher started
1462156503.000 2016-05-02 04:35:02 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462156503.005 2016-05-02 04:35:03 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.000 s, total=0.005 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1462156503.116 2016-05-02 04:35:03 CEST LOG:  checkpoint starting: immediate force wait
1462156503.118 2016-05-02 04:35:03 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1462157403.282 2016-05-02 04:50:03 CEST LOG:  checkpoint starting: time
1462157407.375 2016-05-02 04:50:07 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.072 s, sync=0.019 s, total=4.093 s; sync files=44, longest=0.019 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1462157407.375 2016-05-02 04:50:07 CEST LOG:  checkpoint starting: immediate force wait
1462157407.377 2016-05-02 04:50:07 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1462158307.464 2016-05-02 05:05:07 CEST LOG:  checkpoint starting: immediate force wait time
1462158307.467 2016-05-02 05:05:07 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1462159207.568 2016-05-02 05:20:07 CEST LOG:  checkpoint starting: time
1462159657.088 2016-05-02 05:27:37 CEST LOG:  checkpoint complete: wrote 71710 buffers (54.7%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.507 s, sync=0.006 s, total=449.519 s; sync files=21, longest=0.006 s, average=0.000 s; distance=1276080 kB, estimate=1276080 kB
1462160107.187 2016-05-02 05:35:07 CEST LOG:  checkpoint starting: time
1462160108.615 2016-05-02 05:35:08 CEST LOG:  checkpoint complete: wrote 71830 buffers (54.8%); 0 transaction log file(s) added, 0 removed, 78 recycled; write=1.082 s, sync=0.303 s, total=1.427 s; sync files=17, longest=0.303 s, average=0.017 s; distance=1272038 kB, estimate=1275676 kB
1462160108.615 2016-05-02 05:35:08 CEST LOG:  checkpoint starting: immediate force wait
