1464365770.310 2016-05-27 18:16:10 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1464365770.310 2016-05-27 18:16:10 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1464365770.325 2016-05-27 18:16:10 CEST LOG:  database system was shut down at 2016-05-27 18:15:45 CEST
1464365770.326 2016-05-27 18:16:10 CEST LOG:  MultiXact member wraparound protections are now enabled
1464365770.326 2016-05-27 18:16:10 CEST LOG:  database system is ready to accept connections
1464365770.326 2016-05-27 18:16:10 CEST LOG:  autovacuum launcher started
1464365809.848 2016-05-27 18:16:49 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464365809.853 2016-05-27 18:16:49 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.004 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1464365809.963 2016-05-27 18:16:49 CEST LOG:  checkpoint starting: immediate force wait
1464365809.965 2016-05-27 18:16:49 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1464365811.436 2016-05-27 18:16:51 CEST LOG:  checkpoint starting: immediate force wait
1464365811.439 2016-05-27 18:16:51 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1464365811.541 2016-05-27 18:16:51 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464365811.545 2016-05-27 18:16:51 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1464365811.655 2016-05-27 18:16:51 CEST LOG:  checkpoint starting: immediate force wait
1464365811.658 2016-05-27 18:16:51 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1464366711.549 2016-05-27 18:31:51 CEST LOG:  checkpoint starting: time
1464366715.681 2016-05-27 18:31:55 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.112 s, sync=0.018 s, total=4.131 s; sync files=44, longest=0.014 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1464366715.681 2016-05-27 18:31:55 CEST LOG:  checkpoint starting: immediate force wait
1464366715.683 2016-05-27 18:31:55 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1464367615.777 2016-05-27 18:46:55 CEST LOG:  checkpoint starting: time
1464367615.781 2016-05-27 18:46:55 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1464367615.781 2016-05-27 18:46:55 CEST LOG:  checkpoint starting: immediate force wait
1464367615.783 2016-05-27 18:46:55 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2403 kB
