1462574236.891 2016-05-07 00:37:16 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1462574236.891 2016-05-07 00:37:16 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1462574236.904 2016-05-07 00:37:16 CEST LOG:  database system was shut down at 2016-05-07 00:36:43 CEST
1462574236.905 2016-05-07 00:37:16 CEST LOG:  MultiXact member wraparound protections are now enabled
1462574236.905 2016-05-07 00:37:16 CEST LOG:  database system is ready to accept connections
1462574236.905 2016-05-07 00:37:16 CEST LOG:  autovacuum launcher started
1462574254.762 2016-05-07 00:37:34 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462574254.767 2016-05-07 00:37:34 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.000 s, total=0.005 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1462574254.877 2016-05-07 00:37:34 CEST LOG:  checkpoint starting: immediate force wait
1462574254.879 2016-05-07 00:37:34 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1462575154.255 2016-05-07 00:52:34 CEST LOG:  checkpoint starting: time
1462575159.285 2016-05-07 00:52:39 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=5.010 s, sync=0.018 s, total=5.029 s; sync files=44, longest=0.018 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1462575159.285 2016-05-07 00:52:39 CEST LOG:  checkpoint starting: immediate force wait
1462575159.287 2016-05-07 00:52:39 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1462576059.374 2016-05-07 01:07:39 CEST LOG:  checkpoint starting: immediate force wait time
1462576059.378 2016-05-07 01:07:39 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1462576959.451 2016-05-07 01:22:39 CEST LOG:  checkpoint starting: time
1462577409.070 2016-05-07 01:30:09 CEST LOG:  checkpoint complete: wrote 72125 buffers (55.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.607 s, sync=0.006 s, total=449.618 s; sync files=21, longest=0.006 s, average=0.000 s; distance=1299576 kB, estimate=1299576 kB
1462577859.082 2016-05-07 01:37:39 CEST LOG:  checkpoint starting: time
