1462836645.848 2016-05-10 01:30:45 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1462836645.848 2016-05-10 01:30:45 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1462836645.862 2016-05-10 01:30:45 CEST LOG:  database system was shut down at 2016-05-10 01:30:17 CEST
1462836645.863 2016-05-10 01:30:45 CEST LOG:  MultiXact member wraparound protections are now enabled
1462836645.864 2016-05-10 01:30:45 CEST LOG:  database system is ready to accept connections
1462836645.864 2016-05-10 01:30:45 CEST LOG:  autovacuum launcher started
1462836651.176 2016-05-10 01:30:51 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462836651.181 2016-05-10 01:30:51 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.000 s, total=0.005 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1462836651.290 2016-05-10 01:30:51 CEST LOG:  checkpoint starting: immediate force wait
1462836651.292 2016-05-10 01:30:51 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1462836666.151 2016-05-10 01:31:06 CEST LOG:  checkpoint starting: immediate force wait
1462836666.154 2016-05-10 01:31:06 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1462836666.257 2016-05-10 01:31:06 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462836666.260 2016-05-10 01:31:06 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1462836666.371 2016-05-10 01:31:06 CEST LOG:  checkpoint starting: immediate force wait
1462836666.374 2016-05-10 01:31:06 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1462837566.980 2016-05-10 01:46:06 CEST LOG:  checkpoint starting: time
1462837571.152 2016-05-10 01:46:11 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.154 s, sync=0.016 s, total=4.172 s; sync files=44, longest=0.016 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1462837571.153 2016-05-10 01:46:11 CEST LOG:  checkpoint starting: immediate force wait
1462837571.155 2016-05-10 01:46:11 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1462838471.243 2016-05-10 02:01:11 CEST LOG:  checkpoint starting: immediate force wait time
1462838471.246 2016-05-10 02:01:11 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1462839371.347 2016-05-10 02:16:11 CEST LOG:  checkpoint starting: time
1462839821.094 2016-05-10 02:23:41 CEST LOG:  checkpoint complete: wrote 70640 buffers (53.9%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.734 s, sync=0.006 s, total=449.747 s; sync files=21, longest=0.005 s, average=0.000 s; distance=1215324 kB, estimate=1215324 kB
1462840271.194 2016-05-10 02:31:11 CEST LOG:  checkpoint starting: time
1462840272.419 2016-05-10 02:31:12 CEST LOG:  checkpoint complete: wrote 70940 buffers (54.1%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.939 s, sync=0.235 s, total=1.224 s; sync files=17, longest=0.234 s, average=0.013 s; distance=1214937 kB, estimate=1215285 kB
1462840272.419 2016-05-10 02:31:12 CEST LOG:  checkpoint starting: immediate force wait
1462840272.445 2016-05-10 02:31:12 CEST LOG:  checkpoint complete: wrote 10 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.002 s, sync=0.000 s, total=0.025 s; sync files=2, longest=0.000 s, average=0.000 s; distance=2609 kB, estimate=1094018 kB
1462841172.466 2016-05-10 02:46:12 CEST LOG:  checkpoint starting: time
1462841173.319 2016-05-10 02:46:13 CEST LOG:  checkpoint complete: wrote 58476 buffers (44.6%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.623 s, sync=0.227 s, total=0.852 s; sync files=15, longest=0.212 s, average=0.015 s; distance=395147 kB, estimate=1024131 kB
1462841173.319 2016-05-10 02:46:13 CEST LOG:  checkpoint starting: immediate force wait
1462841173.330 2016-05-10 02:46:13 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.010 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=921717 kB
1462842073.431 2016-05-10 03:01:13 CEST LOG:  checkpoint starting: time
1462842523.097 2016-05-10 03:08:43 CEST LOG:  checkpoint complete: wrote 97456 buffers (74.4%); 1 transaction log file(s) added, 0 removed, 0 recycled; write=449.599 s, sync=0.014 s, total=449.666 s; sync files=20, longest=0.013 s, average=0.000 s; distance=2827792 kB, estimate=2827792 kB
1462842973.199 2016-05-10 03:16:13 CEST LOG:  checkpoint starting: time
1462842974.608 2016-05-10 03:16:14 CEST LOG:  checkpoint complete: wrote 79928 buffers (61.0%); 0 transaction log file(s) added, 0 removed, 172 recycled; write=1.066 s, sync=0.270 s, total=1.408 s; sync files=17, longest=0.268 s, average=0.015 s; distance=2767119 kB, estimate=2821725 kB
1462842974.608 2016-05-10 03:16:14 CEST LOG:  checkpoint starting: immediate force wait
1462842974.676 2016-05-10 03:16:14 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 169 recycled; write=0.001 s, sync=0.000 s, total=0.068 s; sync files=1, longest=0.000 s, average=0.000 s; distance=6490 kB, estimate=2540202 kB
1462843874.775 2016-05-10 03:31:14 CEST LOG:  checkpoint starting: time
1462843875.677 2016-05-10 03:31:15 CEST LOG:  checkpoint complete: wrote 58065 buffers (44.3%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.881 s, sync=0.018 s, total=0.902 s; sync files=15, longest=0.016 s, average=0.001 s; distance=403449 kB, estimate=2326526 kB
1462843875.677 2016-05-10 03:31:15 CEST LOG:  checkpoint starting: immediate force wait
1462843875.690 2016-05-10 03:31:15 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.012 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2093874 kB
1462844775.791 2016-05-10 03:46:15 CEST LOG:  checkpoint starting: time
1462845225.094 2016-05-10 03:53:45 CEST LOG:  checkpoint complete: wrote 106938 buffers (81.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.279 s, sync=0.009 s, total=449.303 s; sync files=20, longest=0.008 s, average=0.000 s; distance=3533077 kB, estimate=3533077 kB
1462845675.195 2016-05-10 04:01:15 CEST LOG:  checkpoint starting: time
1462845675.900 2016-05-10 04:01:15 CEST LOG:  checkpoint complete: wrote 398 buffers (0.3%); 0 transaction log file(s) added, 0 removed, 216 recycled; write=0.633 s, sync=0.000 s, total=0.704 s; sync files=0, longest=0.000 s, average=0.000 s; distance=3439015 kB, estimate=3523671 kB
1462845675.900 2016-05-10 04:01:15 CEST LOG:  checkpoint starting: immediate force wait
1462845675.991 2016-05-10 04:01:15 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 210 recycled; write=0.001 s, sync=0.000 s, total=0.091 s; sync files=1, longest=0.000 s, average=0.000 s; distance=30065 kB, estimate=3174310 kB
1462845676.165 2016-05-10 04:01:16 CEST LOG:  checkpoint starting: immediate force wait flush-all
1462845676.171 2016-05-10 04:01:16 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=0.002 s, sync=0.000 s, total=0.005 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2856879 kB
1462845676.282 2016-05-10 04:01:16 CEST LOG:  checkpoint starting: immediate force wait
1462845676.285 2016-05-10 04:01:16 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2571191 kB
1462846576.962 2016-05-10 04:16:16 CEST LOG:  checkpoint starting: time
1462846581.170 2016-05-10 04:16:21 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.188 s, sync=0.018 s, total=4.208 s; sync files=44, longest=0.018 s, average=0.000 s; distance=3294 kB, estimate=2314402 kB
1462846581.170 2016-05-10 04:16:21 CEST LOG:  checkpoint starting: immediate force wait
1462846581.173 2016-05-10 04:16:21 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2082962 kB
1462847481.261 2016-05-10 04:31:21 CEST LOG:  checkpoint starting: immediate force wait time
1462847481.265 2016-05-10 04:31:21 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=1874667 kB
