1463919368.678 2016-05-22 14:16:08 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1463919368.678 2016-05-22 14:16:08 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1463919368.694 2016-05-22 14:16:08 CEST LOG:  database system was shut down at 2016-05-22 14:15:44 CEST
1463919368.695 2016-05-22 14:16:08 CEST LOG:  MultiXact member wraparound protections are now enabled
1463919368.695 2016-05-22 14:16:08 CEST LOG:  database system is ready to accept connections
1463919368.695 2016-05-22 14:16:08 CEST LOG:  autovacuum launcher started
1463919375.193 2016-05-22 14:16:15 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463919375.198 2016-05-22 14:16:15 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.004 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463919375.307 2016-05-22 14:16:15 CEST LOG:  checkpoint starting: immediate force wait
1463919375.310 2016-05-22 14:16:15 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463919379.463 2016-05-22 14:16:19 CEST LOG:  checkpoint starting: immediate force wait
1463919379.466 2016-05-22 14:16:19 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463919379.568 2016-05-22 14:16:19 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463919379.572 2016-05-22 14:16:19 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1463919379.688 2016-05-22 14:16:19 CEST LOG:  checkpoint starting: immediate force wait
1463919379.691 2016-05-22 14:16:19 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463920279.644 2016-05-22 14:31:19 CEST LOG:  checkpoint starting: time
1463920283.821 2016-05-22 14:31:23 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.158 s, sync=0.018 s, total=4.177 s; sync files=44, longest=0.017 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1463920283.821 2016-05-22 14:31:23 CEST LOG:  checkpoint starting: immediate force wait
1463920283.824 2016-05-22 14:31:23 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1463921183.911 2016-05-22 14:46:23 CEST LOG:  checkpoint starting: immediate force wait time
