1464094142.201 2016-05-24 14:49:02 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1464094142.201 2016-05-24 14:49:02 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1464094142.216 2016-05-24 14:49:02 CEST LOG:  database system was shut down at 2016-05-24 14:48:32 CEST
1464094142.216 2016-05-24 14:49:02 CEST LOG:  MultiXact member wraparound protections are now enabled
1464094142.217 2016-05-24 14:49:02 CEST LOG:  database system is ready to accept connections
1464094142.217 2016-05-24 14:49:02 CEST LOG:  autovacuum launcher started
1464094144.642 2016-05-24 14:49:04 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464094144.647 2016-05-24 14:49:04 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.004 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1464094144.756 2016-05-24 14:49:04 CEST LOG:  checkpoint starting: immediate force wait
1464094144.759 2016-05-24 14:49:04 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1464094154.462 2016-05-24 14:49:14 CEST LOG:  checkpoint starting: immediate force wait
1464094154.465 2016-05-24 14:49:14 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1464094154.567 2016-05-24 14:49:14 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464094154.571 2016-05-24 14:49:14 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1464094154.680 2016-05-24 14:49:14 CEST LOG:  checkpoint starting: immediate force wait
1464094154.682 2016-05-24 14:49:14 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1464095054.518 2016-05-24 15:04:14 CEST LOG:  checkpoint starting: time
1464095058.738 2016-05-24 15:04:18 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.200 s, sync=0.018 s, total=4.220 s; sync files=44, longest=0.014 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1464095058.738 2016-05-24 15:04:18 CEST LOG:  checkpoint starting: immediate force wait
1464095058.741 2016-05-24 15:04:18 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1464095958.815 2016-05-24 15:19:18 CEST LOG:  checkpoint starting: time
1464095958.839 2016-05-24 15:19:18 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.022 s, sync=0.000 s, total=0.023 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1464095958.839 2016-05-24 15:19:18 CEST LOG:  checkpoint starting: immediate force wait
1464095958.841 2016-05-24 15:19:18 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2403 kB
1464096858.942 2016-05-24 15:34:18 CEST LOG:  checkpoint starting: time
