1463354692.042 2016-05-16 01:24:52 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1463354692.042 2016-05-16 01:24:52 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1463354692.057 2016-05-16 01:24:52 CEST LOG:  database system was shut down at 2016-05-16 01:24:44 CEST
1463354692.058 2016-05-16 01:24:52 CEST LOG:  MultiXact member wraparound protections are now enabled
1463354692.058 2016-05-16 01:24:52 CEST LOG:  database system is ready to accept connections
1463354692.058 2016-05-16 01:24:52 CEST LOG:  autovacuum launcher started
1463354694.018 2016-05-16 01:24:54 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463354694.023 2016-05-16 01:24:54 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.005 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463354694.132 2016-05-16 01:24:54 CEST LOG:  checkpoint starting: immediate force wait
1463354694.135 2016-05-16 01:24:54 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463354696.309 2016-05-16 01:24:56 CEST LOG:  checkpoint starting: immediate force wait
1463354696.313 2016-05-16 01:24:56 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463354696.415 2016-05-16 01:24:56 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463354696.419 2016-05-16 01:24:56 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1463354696.528 2016-05-16 01:24:56 CEST LOG:  checkpoint starting: immediate force wait
1463354696.531 2016-05-16 01:24:56 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463355596.424 2016-05-16 01:39:56 CEST LOG:  checkpoint starting: time
1463355600.616 2016-05-16 01:40:00 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.171 s, sync=0.018 s, total=4.191 s; sync files=44, longest=0.016 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1463355600.616 2016-05-16 01:40:00 CEST LOG:  checkpoint starting: immediate force wait
1463355600.619 2016-05-16 01:40:00 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1463356500.706 2016-05-16 01:55:00 CEST LOG:  checkpoint starting: immediate force wait time
1463356500.710 2016-05-16 01:55:00 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1463357400.810 2016-05-16 02:10:00 CEST LOG:  checkpoint starting: time
1463357850.090 2016-05-16 02:17:30 CEST LOG:  checkpoint complete: wrote 70509 buffers (53.8%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.266 s, sync=0.008 s, total=449.279 s; sync files=21, longest=0.007 s, average=0.000 s; distance=1209208 kB, estimate=1209208 kB
1463358300.190 2016-05-16 02:25:00 CEST LOG:  checkpoint starting: time
1463358301.822 2016-05-16 02:25:01 CEST LOG:  checkpoint complete: wrote 70842 buffers (54.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=1.376 s, sync=0.233 s, total=1.631 s; sync files=17, longest=0.206 s, average=0.013 s; distance=1210979 kB, estimate=1210979 kB
1463358301.822 2016-05-16 02:25:01 CEST LOG:  checkpoint starting: immediate force wait
1463358301.847 2016-05-16 02:25:01 CEST LOG:  checkpoint complete: wrote 29 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.002 s, sync=0.000 s, total=0.025 s; sync files=2, longest=0.000 s, average=0.000 s; distance=10300 kB, estimate=1090911 kB
1463359201.947 2016-05-16 02:40:01 CEST LOG:  checkpoint starting: time
1463359202.731 2016-05-16 02:40:02 CEST LOG:  checkpoint complete: wrote 58317 buffers (44.5%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.563 s, sync=0.218 s, total=0.783 s; sync files=12, longest=0.206 s, average=0.018 s; distance=394486 kB, estimate=1021269 kB
1463359202.731 2016-05-16 02:40:02 CEST LOG:  checkpoint starting: immediate force wait
1463359202.741 2016-05-16 02:40:02 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.010 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=919142 kB
1463360102.842 2016-05-16 02:55:02 CEST LOG:  checkpoint starting: time
1463360552.124 2016-05-16 03:02:32 CEST LOG:  checkpoint complete: wrote 96931 buffers (74.0%); 1 transaction log file(s) added, 0 removed, 0 recycled; write=449.204 s, sync=0.016 s, total=449.282 s; sync files=20, longest=0.008 s, average=0.000 s; distance=2797743 kB, estimate=2797743 kB
1463361002.141 2016-05-16 03:10:02 CEST LOG:  checkpoint starting: time
1463361004.057 2016-05-16 03:10:04 CEST LOG:  checkpoint complete: wrote 87461 buffers (66.7%); 0 transaction log file(s) added, 0 removed, 171 recycled; write=1.550 s, sync=0.319 s, total=1.916 s; sync files=17, longest=0.293 s, average=0.018 s; distance=2769142 kB, estimate=2794883 kB
1463361004.057 2016-05-16 03:10:04 CEST LOG:  checkpoint starting: immediate force wait
1463361004.123 2016-05-16 03:10:04 CEST LOG:  checkpoint complete: wrote 45 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 169 recycled; write=0.002 s, sync=0.000 s, total=0.065 s; sync files=4, longest=0.000 s, average=0.000 s; distance=27080 kB, estimate=2518102 kB
1463361904.222 2016-05-16 03:25:04 CEST LOG:  checkpoint starting: time
1463361905.091 2016-05-16 03:25:05 CEST LOG:  checkpoint complete: wrote 58132 buffers (44.4%); 0 transaction log file(s) added, 0 removed, 2 recycled; write=0.843 s, sync=0.022 s, total=0.868 s; sync files=15, longest=0.022 s, average=0.001 s; distance=403512 kB, estimate=2306643 kB
1463361905.091 2016-05-16 03:25:05 CEST LOG:  checkpoint starting: immediate force wait
1463361905.103 2016-05-16 03:25:05 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.012 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2075979 kB
1463362805.205 2016-05-16 03:40:05 CEST LOG:  checkpoint starting: time
1463363255.110 2016-05-16 03:47:35 CEST LOG:  checkpoint complete: wrote 105246 buffers (80.3%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.858 s, sync=0.021 s, total=449.905 s; sync files=20, longest=0.019 s, average=0.001 s; distance=3576954 kB, estimate=3576954 kB
1463363705.211 2016-05-16 03:55:05 CEST LOG:  checkpoint starting: time
1463363705.292 2016-05-16 03:55:05 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 219 recycled; write=0.020 s, sync=0.000 s, total=0.080 s; sync files=1, longest=0.000 s, average=0.000 s; distance=3514970 kB, estimate=3570756 kB
1463363705.292 2016-05-16 03:55:05 CEST LOG:  checkpoint starting: immediate force wait
1463363705.372 2016-05-16 03:55:05 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 214 recycled; write=0.001 s, sync=0.000 s, total=0.080 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=3213680 kB
1463363705.573 2016-05-16 03:55:05 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463363705.578 2016-05-16 03:55:05 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.004 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2892312 kB
1463363705.687 2016-05-16 03:55:05 CEST LOG:  checkpoint starting: immediate force wait
1463363705.690 2016-05-16 03:55:05 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2603081 kB
1463364605.546 2016-05-16 04:10:05 CEST LOG:  checkpoint starting: time
1463364609.766 2016-05-16 04:10:09 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.196 s, sync=0.021 s, total=4.219 s; sync files=44, longest=0.021 s, average=0.000 s; distance=3294 kB, estimate=2343102 kB
1463364609.766 2016-05-16 04:10:09 CEST LOG:  checkpoint starting: immediate force wait
1463364609.769 2016-05-16 04:10:09 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.001 s, sync=0.000 s, total=0.003 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2108792 kB
1463365509.852 2016-05-16 04:25:09 CEST LOG:  checkpoint starting: immediate force wait time
1463365509.856 2016-05-16 04:25:09 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=1897914 kB
1463366409.873 2016-05-16 04:40:09 CEST LOG:  checkpoint starting: time
