1463528588.263 2016-05-18 01:43:08 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1463528588.263 2016-05-18 01:43:08 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1463528588.277 2016-05-18 01:43:08 CEST LOG:  database system was shut down at 2016-05-18 01:42:56 CEST
1463528588.278 2016-05-18 01:43:08 CEST LOG:  MultiXact member wraparound protections are now enabled
1463528588.279 2016-05-18 01:43:08 CEST LOG:  database system is ready to accept connections
1463528588.279 2016-05-18 01:43:08 CEST LOG:  autovacuum launcher started
1463528590.070 2016-05-18 01:43:10 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463528590.076 2016-05-18 01:43:10 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.005 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463528590.185 2016-05-18 01:43:10 CEST LOG:  checkpoint starting: immediate force wait
1463528590.188 2016-05-18 01:43:10 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463528595.602 2016-05-18 01:43:15 CEST LOG:  checkpoint starting: immediate force wait
1463528595.605 2016-05-18 01:43:15 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463528595.707 2016-05-18 01:43:15 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463528595.711 2016-05-18 01:43:15 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1463528595.824 2016-05-18 01:43:15 CEST LOG:  checkpoint starting: immediate force wait
1463528595.826 2016-05-18 01:43:15 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463529495.808 2016-05-18 01:58:15 CEST LOG:  checkpoint starting: time
