1464282868.940 2016-05-26 19:14:28 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1464282868.940 2016-05-26 19:14:28 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1464282868.954 2016-05-26 19:14:28 CEST LOG:  database system was shut down at 2016-05-26 19:14:10 CEST
1464282868.955 2016-05-26 19:14:28 CEST LOG:  MultiXact member wraparound protections are now enabled
1464282868.955 2016-05-26 19:14:28 CEST LOG:  database system is ready to accept connections
1464282868.956 2016-05-26 19:14:28 CEST LOG:  autovacuum launcher started
1464282876.265 2016-05-26 19:14:36 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464282876.270 2016-05-26 19:14:36 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.004 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1464282876.380 2016-05-26 19:14:36 CEST LOG:  checkpoint starting: immediate force wait
1464282876.382 2016-05-26 19:14:36 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1464282880.323 2016-05-26 19:14:40 CEST LOG:  checkpoint starting: immediate force wait
1464282880.326 2016-05-26 19:14:40 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1464282880.428 2016-05-26 19:14:40 CEST LOG:  checkpoint starting: immediate force wait flush-all
1464282880.432 2016-05-26 19:14:40 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1464282880.546 2016-05-26 19:14:40 CEST LOG:  checkpoint starting: immediate force wait
1464282880.549 2016-05-26 19:14:40 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1464283780.446 2016-05-26 19:29:40 CEST LOG:  checkpoint starting: time
1464283784.554 2016-05-26 19:29:44 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.088 s, sync=0.019 s, total=4.108 s; sync files=44, longest=0.018 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1464283784.555 2016-05-26 19:29:44 CEST LOG:  checkpoint starting: immediate force wait
1464283784.557 2016-05-26 19:29:44 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1464284684.631 2016-05-26 19:44:44 CEST LOG:  checkpoint starting: time
1464284684.645 2016-05-26 19:44:44 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.013 s, sync=0.000 s, total=0.014 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1464284684.645 2016-05-26 19:44:44 CEST LOG:  checkpoint starting: immediate force wait
1464284684.648 2016-05-26 19:44:44 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2403 kB
1464285584.725 2016-05-26 19:59:44 CEST LOG:  checkpoint starting: time
