3.10.101 30 read-only 1 1 8649.453371
3.10.101 30 read-only 2 1 8553.624732
3.10.101 30 read-only 3 1 8637.638284
3.10.101 30 read-only 1 16 103276.132969
3.10.101 30 read-only 2 16 101645.705914
3.10.101 30 read-only 3 16 102469.504956
3.10.101 30 read-only 1 32 87724.138895
3.10.101 30 read-only 2 32 89579.029100
3.10.101 30 read-only 3 32 89255.698064
3.10.101 30 read-only 1 64 92672.489207
3.10.101 30 read-only 2 64 93447.228622
3.10.101 30 read-only 3 64 90562.419823
3.10.101 30 read-write 1 1 1210.563378
3.10.101 30 read-write 2 1 1036.910557
3.10.101 30 read-write 3 1 843.296125
3.10.101 30 read-write 1 16 12058.442101
3.10.101 30 read-write 2 16 12090.095663
3.10.101 30 read-write 3 16 12145.372391
3.10.101 30 read-write 1 32 13763.989914
3.10.101 30 read-write 2 32 13918.589118
3.10.101 30 read-write 3 32 13857.978365
3.10.101 30 read-write 1 64 14005.775228
3.10.101 30 read-write 2 64 14031.535336
3.10.101 30 read-write 3 64 14083.198507
3.10.101 2500 read-only 1 1 7949.163742
3.10.101 2500 read-only 2 1 7900.751011
3.10.101 2500 read-only 3 1 7796.517067
3.10.101 2500 read-only 1 16 96011.693388
3.10.101 2500 read-only 2 16 95152.284433
3.10.101 2500 read-only 3 16 91726.343738
3.10.101 2500 read-only 1 32 81475.737159
3.10.101 2500 read-only 2 32 83080.588846
3.10.101 2500 read-only 3 32 82813.948586
3.10.101 2500 read-only 1 64 76341.957359
3.10.101 2500 read-only 2 64 81272.566414
3.10.101 2500 read-only 3 64 81623.132336
3.10.101 2500 read-write 1 1 1162.049987
3.10.101 2500 read-write 2 1 1099.091251
3.10.101 2500 read-write 3 1 1166.292994
3.10.101 2500 read-write 1 16 9958.503904
3.10.101 2500 read-write 2 16 10077.707907
3.10.101 2500 read-write 3 16 10321.787179
3.10.101 2500 read-write 1 32 11421.816045
3.10.101 2500 read-write 2 32 11556.007617
3.10.101 2500 read-write 3 32 11751.155239
3.10.101 2500 read-write 1 64 11878.465328
3.10.101 2500 read-write 2 64 11604.519419
3.10.101 2500 read-write 3 64 12066.390941
3.10.101 35000 read-only 1 1 2119.017315
3.10.101 35000 read-only 2 1 2296.676133
3.10.101 35000 read-only 3 1 1999.651147
3.10.101 35000 read-only 1 16 9985.282830
3.10.101 35000 read-only 2 16 10030.288861
3.10.101 35000 read-only 3 16 9939.548883
3.10.101 35000 read-only 1 32 9202.230009
3.10.101 35000 read-only 2 32 9105.683971
3.10.101 35000 read-only 3 32 9062.578519
3.10.101 35000 read-only 1 64 9986.280431
3.10.101 35000 read-only 2 64 10296.305170
3.10.101 35000 read-only 3 64 10070.804779
3.10.101 35000 read-write 1 1 830.103213
3.10.101 35000 read-write 2 1 850.326907
3.10.101 35000 read-write 3 1 817.095170
3.10.101 35000 read-write 1 16 4723.116026
3.10.101 35000 read-write 2 16 5126.324411
3.10.101 35000 read-write 3 16 5082.106241
3.10.101 35000 read-write 1 32 4079.853489
3.10.101 35000 read-write 2 32 4387.253099
3.10.101 35000 read-write 3 32 4605.331659
3.10.101 35000 read-write 1 64 4585.866638
3.10.101 35000 read-write 2 64 4544.549304
3.10.101 35000 read-write 3 64 4771.592486
3.2.80 30 read-only 1 1 5082.184588
3.2.80 30 read-only 2 1 4876.879946
3.2.80 30 read-only 3 1 5013.232716
3.2.80 30 read-only 1 16 84557.893801
3.2.80 30 read-only 2 16 84292.913912
3.2.80 30 read-only 3 16 84239.240683
3.2.80 30 read-only 1 32 103022.215805
3.2.80 30 read-only 2 32 104034.477665
3.2.80 30 read-only 3 32 101890.203354
3.2.80 30 read-only 1 64 95828.355458
3.2.80 30 read-only 2 64 95083.713044
3.2.80 30 read-only 3 64 96556.184625
3.2.80 30 read-write 1 1 769.436361
3.2.80 30 read-write 2 1 769.550799
3.2.80 30 read-write 3 1 745.483098
3.2.80 30 read-write 1 16 8126.991212
3.2.80 30 read-write 2 16 8117.143226
3.2.80 30 read-write 3 16 8166.451099
3.2.80 30 read-write 1 32 13420.914193
3.2.80 30 read-write 2 32 13445.133584
3.2.80 30 read-write 3 32 13377.764971
3.2.80 30 read-write 1 64 14582.019647
3.2.80 30 read-write 2 64 14623.744631
3.2.80 30 read-write 3 64 14322.961918
3.2.80 2500 read-only 1 1 4700.577856
3.2.80 2500 read-only 2 1 4857.008306
3.2.80 2500 read-only 3 1 4699.528455
3.2.80 2500 read-only 1 16 76839.365511
3.2.80 2500 read-only 2 16 77032.731264
3.2.80 2500 read-only 3 16 76894.526160
3.2.80 2500 read-only 1 32 85944.456009
3.2.80 2500 read-only 2 32 84311.736575
3.2.80 2500 read-only 3 32 83496.440587
3.2.80 2500 read-only 1 64 83780.317354
3.2.80 2500 read-only 2 64 84702.324190
3.2.80 2500 read-only 3 64 82698.602959
3.2.80 2500 read-write 1 1 759.335149
3.2.80 2500 read-write 2 1 762.544910
3.2.80 2500 read-write 3 1 767.510284
3.2.80 2500 read-write 1 16 7387.769825
3.2.80 2500 read-write 2 16 7440.056040
3.2.80 2500 read-write 3 16 7364.497608
3.2.80 2500 read-write 1 32 11329.861890
3.2.80 2500 read-write 2 32 11412.747712
3.2.80 2500 read-write 3 32 11241.987942
3.2.80 2500 read-write 1 64 11882.871849
3.2.80 2500 read-write 2 64 11876.891029
3.2.80 2500 read-write 3 64 11765.611380
3.2.80 35000 read-only 1 1 1968.321889
3.2.80 35000 read-only 2 1 1986.998656
3.2.80 35000 read-only 3 1 1963.175546
3.2.80 35000 read-only 1 16 9117.735393
3.2.80 35000 read-only 2 16 9158.846242
3.2.80 35000 read-only 3 16 9049.240330
3.2.80 35000 read-only 1 32 8480.172815
3.2.80 35000 read-only 2 32 8428.523208
3.2.80 35000 read-only 3 32 8407.250384
3.2.80 35000 read-only 1 64 6758.428822
3.2.80 35000 read-only 2 64 6813.454966
3.2.80 35000 read-only 3 64 6745.708139
3.2.80 35000 read-write 1 1 662.704007
3.2.80 35000 read-write 2 1 680.945302
3.2.80 35000 read-write 3 1 657.342506
3.2.80 35000 read-write 1 16 3424.873759
3.2.80 35000 read-write 2 16 3427.531626
3.2.80 35000 read-write 3 16 3526.055167
3.2.80 35000 read-write 1 32 3526.995420
3.2.80 35000 read-write 2 32 3524.180500
3.2.80 35000 read-write 3 32 3654.450613
3.2.80 35000 read-write 1 64 3243.221430
3.2.80 35000 read-write 2 64 3275.587062
3.2.80 35000 read-write 3 64 3283.895157
4.5.5 30 read-only 1 1 10370.379098
4.5.5 30 read-only 2 1 10542.766285
4.5.5 30 read-only 3 1 10487.632719
4.5.5 30 read-only 1 16 86721.112605
4.5.5 30 read-only 2 16 87325.072837
4.5.5 30 read-only 3 16 90675.579674
4.5.5 30 read-only 1 32 99058.373054
4.5.5 30 read-only 2 32 99227.608248
4.5.5 30 read-only 3 32 96881.228016
4.5.5 30 read-only 1 64 96735.055498
4.5.5 30 read-only 2 64 100573.993877
4.5.5 30 read-only 3 64 100097.920066
4.5.5 30 read-write 1 1 1371.612703
4.5.5 30 read-write 2 1 1361.345124
4.5.5 30 read-write 3 1 1483.854066
4.5.5 30 read-write 1 16 11928.407324
4.5.5 30 read-write 2 16 11920.937863
4.5.5 30 read-write 3 16 11724.072777
4.5.5 30 read-write 1 32 12792.943308
4.5.5 30 read-write 2 32 11986.564014
4.5.5 30 read-write 3 32 12205.552512
4.5.5 30 read-write 1 64 11758.629472
4.5.5 30 read-write 2 64 11810.796620
4.5.5 30 read-write 3 64 11718.790701
4.5.5 2500 read-only 1 1 9196.077979
4.5.5 2500 read-only 2 1 9423.249211
4.5.5 2500 read-only 3 1 9303.351451
4.5.5 2500 read-only 1 16 85118.347309
4.5.5 2500 read-only 2 16 85075.837787
4.5.5 2500 read-only 3 16 84640.259132
4.5.5 2500 read-only 1 32 77116.493571
4.5.5 2500 read-only 2 32 87913.715567
4.5.5 2500 read-only 3 32 85702.043482
4.5.5 2500 read-only 1 64 86089.731733
4.5.5 2500 read-only 2 64 90461.689483
4.5.5 2500 read-only 3 64 88568.357189
4.5.5 2500 read-write 1 1 1241.420684
4.5.5 2500 read-write 2 1 1335.220174
4.5.5 2500 read-write 3 1 1238.245928
4.5.5 2500 read-write 1 16 6838.361357
4.5.5 2500 read-write 2 16 6897.201443
4.5.5 2500 read-write 3 16 6792.976077
4.5.5 2500 read-write 1 32 7374.264091
4.5.5 2500 read-write 2 32 7199.213646
4.5.5 2500 read-write 3 32 7093.409404
4.5.5 2500 read-write 1 64 7978.306992
4.5.5 2500 read-write 2 64 7784.027006
4.5.5 2500 read-write 3 64 7885.497415
4.5.5 35000 read-only 1 1 1776.177665
4.5.5 35000 read-only 2 1 1747.018436
4.5.5 35000 read-only 3 1 1915.093857
4.5.5 35000 read-only 1 16 11454.474872
4.5.5 35000 read-only 2 16 11174.313890
4.5.5 35000 read-only 3 16 9058.634042
4.5.5 35000 read-only 1 32 11023.224793
4.5.5 35000 read-only 2 32 10940.442182
4.5.5 35000 read-only 3 32 8309.345635
4.5.5 35000 read-only 1 64 13248.715882
4.5.5 35000 read-only 2 64 13393.039963
4.5.5 35000 read-only 3 64 7773.157844
4.5.5 35000 read-write 1 1 857.028162
4.5.5 35000 read-write 2 1 828.713131
4.5.5 35000 read-write 3 1 838.456965
4.5.5 35000 read-write 1 16 2735.346511
4.5.5 35000 read-write 2 16 3044.021672
4.5.5 35000 read-write 3 16 1988.481540
4.5.5 35000 read-write 1 32 2986.843326
4.5.5 35000 read-write 2 32 3146.178317
4.5.5 35000 read-write 3 32 2105.351795
4.5.5 35000 read-write 1 64 3173.538868
4.5.5 35000 read-write 2 64 3123.611364
4.5.5 35000 read-write 3 64 2091.308469
