1463184677.706 2016-05-14 02:11:17 CEST LOG:  could not bind IPv6 socket: Cannot assign requested address
1463184677.706 2016-05-14 02:11:17 CEST HINT:  Is another postmaster already running on port 5432? If not, wait a few seconds and retry.
1463184677.721 2016-05-14 02:11:17 CEST LOG:  database system was shut down at 2016-05-14 02:10:52 CEST
1463184677.722 2016-05-14 02:11:17 CEST LOG:  MultiXact member wraparound protections are now enabled
1463184677.722 2016-05-14 02:11:17 CEST LOG:  database system is ready to accept connections
1463184677.722 2016-05-14 02:11:17 CEST LOG:  autovacuum launcher started
1463184680.961 2016-05-14 02:11:20 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463184680.967 2016-05-14 02:11:20 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.003 s, sync=0.000 s, total=0.006 s; sync files=3, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463184681.075 2016-05-14 02:11:21 CEST LOG:  checkpoint starting: immediate force wait
1463184681.077 2016-05-14 02:11:21 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463184684.916 2016-05-14 02:11:24 CEST LOG:  checkpoint starting: immediate force wait
1463184684.919 2016-05-14 02:11:24 CEST LOG:  checkpoint complete: wrote 1 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=1, longest=0.000 s, average=0.000 s; distance=1 kB, estimate=1 kB
1463184685.022 2016-05-14 02:11:25 CEST LOG:  checkpoint starting: immediate force wait flush-all
1463184685.026 2016-05-14 02:11:25 CEST LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=3, longest=0.000 s, average=0.000 s; distance=2 kB, estimate=2 kB
1463184685.138 2016-05-14 02:11:25 CEST LOG:  checkpoint starting: immediate force wait
1463184685.141 2016-05-14 02:11:25 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=1 kB
1463185585.035 2016-05-14 02:26:25 CEST LOG:  checkpoint starting: time
1463185589.234 2016-05-14 02:26:29 CEST LOG:  checkpoint complete: wrote 2121 buffers (1.6%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=4.181 s, sync=0.016 s, total=4.199 s; sync files=44, longest=0.016 s, average=0.000 s; distance=3294 kB, estimate=3294 kB
1463185589.234 2016-05-14 02:26:29 CEST LOG:  checkpoint starting: immediate force wait
1463185589.237 2016-05-14 02:26:29 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.000 s, total=0.002 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=2965 kB
1463186489.325 2016-05-14 02:41:29 CEST LOG:  checkpoint starting: immediate force wait time
1463186489.329 2016-05-14 02:41:29 CEST LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=0.002 s, sync=0.000 s, total=0.003 s; sync files=4, longest=0.000 s, average=0.000 s; distance=12 kB, estimate=2670 kB
1463187389.430 2016-05-14 02:56:29 CEST LOG:  checkpoint starting: time
1463187839.112 2016-05-14 03:03:59 CEST LOG:  checkpoint complete: wrote 70645 buffers (53.9%); 1 transaction log file(s) added, 0 removed, 0 recycled; write=449.636 s, sync=0.003 s, total=449.682 s; sync files=21, longest=0.002 s, average=0.000 s; distance=1216807 kB, estimate=1216807 kB
1463188289.168 2016-05-14 03:11:29 CEST LOG:  checkpoint starting: time
1463188290.438 2016-05-14 03:11:30 CEST LOG:  checkpoint complete: wrote 70956 buffers (54.1%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=1.024 s, sync=0.226 s, total=1.270 s; sync files=17, longest=0.198 s, average=0.013 s; distance=1215514 kB, estimate=1216677 kB
1463188290.438 2016-05-14 03:11:30 CEST LOG:  checkpoint starting: immediate force wait
1463188290.460 2016-05-14 03:11:30 CEST LOG:  checkpoint complete: wrote 17 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 74 recycled; write=0.002 s, sync=0.000 s, total=0.021 s; sync files=3, longest=0.000 s, average=0.000 s; distance=3902 kB, estimate=1095400 kB
1463189190.560 2016-05-14 03:26:30 CEST LOG:  checkpoint starting: time
1463189191.368 2016-05-14 03:26:31 CEST LOG:  checkpoint complete: wrote 58431 buffers (44.6%); 0 transaction log file(s) added, 0 removed, 1 recycled; write=0.595 s, sync=0.210 s, total=0.807 s; sync files=15, longest=0.210 s, average=0.014 s; distance=394798 kB, estimate=1025340 kB
1463189191.368 2016-05-14 03:26:31 CEST LOG:  checkpoint starting: immediate force wait
1463189191.378 2016-05-14 03:26:31 CEST LOG:  checkpoint complete: wrote 0 buffers (0.0%); 0 transaction log file(s) added, 0 removed, 24 recycled; write=0.001 s, sync=0.000 s, total=0.010 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=922806 kB
1463190091.480 2016-05-14 03:41:31 CEST LOG:  checkpoint starting: time
1463190541.032 2016-05-14 03:49:01 CEST LOG:  checkpoint complete: wrote 97421 buffers (74.3%); 0 transaction log file(s) added, 0 removed, 0 recycled; write=449.502 s, sync=0.022 s, total=449.551 s; sync files=20, longest=0.017 s, average=0.001 s; distance=2824489 kB, estimate=2824489 kB
